 לנהל	11259050608885760
 את	262144
 הכלכלה	1095106564
 והחברה	1095106566
 מתוך	524288
 כך	144115188076445696
 צומחות	2251801463750656
 שתי	2202476544
 גישות	1111883776
 בעניין	1093009472
 ההתנגדות	1095106564
 לקפיטליזם	1093009472
 אחת	1095180288
 בשל	524288
 הטענה	1095106564
 שאינו	1125926099943680
 מועיל	6755401072246784
 ולפעמים	131074
 מזיק	6755401072246784
 שנייה	1095176192
 נורמטיבית	1094778880
 משום	6452019264
 שהוא	562976146522368
 אינו	1125926099943424
 תואם	1092681728
 ערכים	1109786624
 מוסריים	1109458944
 קפיטליזם	1093009408
 היא	562976148619264
 שיטה	1095106560
 כלכלית	131072
 וחברתית	1094778882
 שבסיסה	111120486891776
 הרעיוני	1092681732
 הוא	562976146522112
 הקשר	1093009412
 בין	524288
 חירות	1095106560
 אישית	1094778880
 לזכות	524288
 הקנין	1093009412
 תפיסה	1095106560
 זו	144115188500070400
 רואה	1093009408
 את	262144
 המונח	1093009412
 זכות	1095106560
 הקנין	1093009412
 כיכולתו	110570733174848
 של	1966080
 פרט	1093009408
 לעשות	2251851354144768
 כל	6443630592
 שימוש	1093009408
 ראוי	557056000
 ברכושו	110570731077696
 על	524288
 פי	131072
 גרסאות	1111883776
 מסוימות	1111556096
 גם	131072
 גופו	110570731077632
 של	1966080
 אדם	576460752322953216
 נחשב	11259033603080192
 חלק	131072
 מ	524288
 רכושו	110570731077632
 כאשר	36028797019160576
 הסייג	1093009412
 היחיד	1092681732
 הוא	562976146522112
 שמימוש	1093009664
 הבחירה	1095106564
 החופשית	1094778884
 של	1966080
 אדם	576460752322953216
 לא	327680
 יפגע	2251834595803136
 בחירותו	110570733174848
 של	1966080
 פרט	1093009408
 אחר	11259042306260992
 לפעול	2251851354144768
 באופן	1093009472
 דומה	1092681728
 גישה	1095106560
 זו	144115188500070400
 נשענת	4503601260658688
 על	524288
 שני	1093009408
 נימוקים	1109786624
 הראשון	1093079044
 הרואה	1093009412
 בזכות	524288
 הקנין	1093009412
 זכות	1095106560
 מוסרית	1094778880
 שאין	327936
 לשלול	2251851354144768
 אותה	111256833097728
 והשני	1093009414
 שהתפקוד	1093009668
 היעיל	1092681732
 ביותר	131072
 של	1966080
 מערכת	1095106560
 כלכלית	131072
 וחברתית	1094778882
 יושג	9007234036858880
 כאשר	36028797019160576
 תישמר	4503634411585536
 החירות	1095106564
 האישית	1094778884
 של	1966080
 הפרט	1093009412
 ובמיוחד	131074
 כשתישמר	4503634275271168
 זכותו	110570733174784
 לבעלות	1111883840
 פרטית	1094778880
 על	524288
 קניין	1093009408
 הגישה	6755408455467008
 הקפיטליסטית	1094778884
 מניחה	6755401074343936
 הנחות	1111883776
 מסוימות	1111556096
 על	524288
 טבע	1093009408
 האדם	1093009412
 המודל	1093009412
 הבסיסי	1092681732
 שלה	111256834801664
 הוא	562976146522112
 רציונליזם	1093009408
 ותועלתנות	1095106562
 המודל	1093009412
 הרציונלי	1092681732
 התועלתני	524288
 הטהור	1092681732
 מניח	6755401072246784
 שכל	6443630848
 אדם	576460752322953216
 יודע	2251801444876288
 ומסוגל	1092681730
 לשקול	2251851354144768
 את	262144
 כל	6443630592
 האפשרויות	1111883780
 הפיננסיות	1111556100
 הקיימות	1111556100
 ולדרג	11259050608885762
 אותן	115654879608832
 בנוסף	131072
 הוא	562976146522112
 יודע	2251801444876288
 להגדיר	6755450981515264
 לעצמו	288341083229323328
 את	262144
 התועלות	1111883780
 האפשריות	1111556100
 לכל	4296147012
 אפשרות	1095106560
 מבין	524288
 דרכי	2185625600
 הפעולה	1095106564
 ולבחור	2251851354144770
 בדרך	1095106624
 הפעולה	1095106564
 האופטימלית	1094778884
 שתביא	6755434225271040
 אותו	6452019200
 לתועלת	1095106624
 המקסימלית	1094778884
 על	524288
 פי	131072
 גישה	1095106560
 זו	144115188500070400
 פעולה	1095106560
 רציונלית	1094778880
 המבוססת	1094778884
 על	524288
 בחירה	1095106560
 חופשית	1094778880
 אינה	1125926102040576
 יכולה	26328956928
 להתקיים	15762650236256256
 כאשר	36028797019160576
 אדם	576460752322953216
 אינו	1125926099943424
 יכול	26326859776
 לבחור	2251851354144768
 באופן	1093009472
 חופשי	2183528448
 מעבר	524288
 לפעולת	2168848448
 גורמים	1109786624
 כמו	524288
 מזג	1093009408
 האוויר	1093009412
 שאינם	1125926116720896
 בשליטתו	110570733174848
 של	1966080
 האדם	1093009412
 ההגבלה	1095106564
 הנפוצה	1094778884
 על	524288
 חירות	1095106560
 הבחירה	1095106564
 קיימת	1094778880
 כאשר	36028797019160576
 אדם	576460752322953216
 אחד	1093083136
 מונע	2251802518618112
 מאדם	576460752322953280
 אחר	11259042306260992
 לבחור	2251851354144768
 באופן	1093009472
 חופשי	2183528448
 לרוב	576460752387964992
 באמצעות	524288
 שימוש	1093009408
 באלימות	1095106624
 גישה	1095106560
 זו	144115188500070400
 מתעלמת	15762600329084928
 מאילוצים	1109786688
 חברתיים	1109458944
 מבניים	1109458944
 שאינם	1125926116720896
 אלימות	1095106560
 ישירה	1094778880
 על	524288
 פי	131072
 התאוריה	1095106560
 הקפיטליסטית	1094778884
 כדי	1083310144
 לאפשר	11259050608885760
 מימוש	1093009408
 של	1966080
 בחירה	1095106560
 חופשית	1094778880
 ובעלות	1111883778
 פרטית	1094778880
 על	524288
 הקניין	1093009412
 יש	1048576
 ליצור	2251851354144768
 חסם	114968777588736
 יעיל	1092681728
 שיהפוך	2251834595803392
 את	262144
 השימוש	1093009412
 באלימות	1095106624
 לבלתי	1376320
 משתלם	576460752322953728
 בהשוואה	1095106624
 להתנהגות	1095106624
 שלווה	1094778880
 לשם	524288
 כך	144115188076445696
 יש	1048576
 צורך	1093009408
 בכינון	1093009472
 מערכת	1095106560
 חוק	1093009408
 וסדר	1093009410
 יעילה	1094778880
 שבמרכזה	11370119019757888
 מערכת	1095106560
 משפטית	1094778880
 חזקה	1094778880
 המבוססת	1094778884
 על	524288
 מערכת	1095106560
 חוקים	1109786624
 או	18014398509678592
 חוקה	1095106560
 איתנים	1109458944
 בנוסף	131072
 יש	1048576
 לצמצם	11259050608885760
 בצורה	1095106624
 משמעותית	1094778880
 את	262144
 התחומים	1109786628
 בהם	115105124057088
 פועלת	2251801446973440
 המדינה	1095106564
 וגם	131074
 במקומות	1109786688
 אלה	144115188518944768
 להגביל	6755450981515264
 את	262144
 כוחה	111120486891520
 חברות	1111883776
 קפיטליסטיות	1111556096
 נבדלות	4503601277435904
 זו	144115188500070400
 מזו	144115188500070464
 בפרמטרים	1109786688
 רבים	1109458944
 עם	524288
 זאת	144115188500070400
 ישנן	678604834013184
 גישות	1111883776
 הסבורות	1111556100
 שניתן	557056256
 לדרג	11259050608885760
 את	262144
 מידת	11259001775456256
 הקפיטליסטיות	1111556100
 של	1966080
 חברות	1111883776
 שונות	1111556096
 דירוגים	1109786624
 אלו	110570731077632
 מתייחסים	15762600343764992
 לארבע	1095180352
 נקודות	1111883776
 היסוד	1093009412
 של	1966080
 הגישה	6755408455467008
 הקפיטליסטית	1094778884
 בעלות	1111883776
 פרטית	1094778880
 על	524288
 הקניין	1093009412
 מידת	11259001775456256
 הוולונטריות	1111556100
 בארגון	1093009472
 החברה	1095106564
 הגיבוי	1093009412
 המשפטי	1092681732
 לחופש	1093009472
 הקניין	1093009412
 ובמיוחד	131074
 ההגבלות	1111883780
 על	524288
 כוח	1093009408
 המדינה	1095106564
 ישנן	678604834013184
 מספר	6443630592
 שיטות	1111883776
 ליצירת	2168848448
 דירוג	1093009408
 כזה	144115188497973312
 אחת	1095180288
 הגישות	1111883780
 המקובלות	1111556100
 לקביעת	2168848448
 מידת	11259001775456256
 הקפיטליסטיות	1111556100
 של	1966080
 מדינה	1095106560
 מנסה	11259000699617280
 להגדיר	6755450981515264
 את	262144
 מידת	11259001775456256
 החופש	1093009412
 הכלכלי	1092681732
 לו	18014398509678592
 זוכים	2251801461653504
 אזרחי	2183528448
 אותה	111256833097728
 מדינה	1095106560
 במנותק	1092681792
 משאר	6443630656
 החירויות	1111883780
 האזרחיות	1111556100
 המיושמות	13510800532176900
 בה	111256833359872
 כך	144115188076445696
 לדוגמה	1095106624
 בוחנים	2251801461653504
 מכון	1093009408
 הריטג	1093009412
 וה	1093009408
 וול	655360
 סטריט	655360
 ג	458752
 ורנל	655362
 ו	196608
 מוסד	1093009408
 פרייזר	655360
 הקנדי	1093009412
 נקודות	1111883776
 שונות	1111556096
 הנחשבות	4503601277435908
 בעיניהם	114968796463168
 ל	524288
 סמנים	1109786624
 חזקים	1109458944
 לחופש	1093009472
 כלכלי	1092681728
 ומכאן	131074
 למידת	11259001775456320
 הקפיטליסטיות	1111556100
 של	1966080
 מדינה	1095106560
 ובעיקר	131074
 מדידת	2168848384
 החופש	1093009412
 הכלכלי	1092681732
 מאפשרת	11259000701714432
 גם	131072
 להבחין	6755450981515264
 כי	36028797019160576
 מידת	11259001775456256
 הקפיטליסטיות	1111556100
 של	1966080
 מדינה	1095106560
 היא	562976148619264
 לעיתים	131072
 קרובות	1111556096
 אילוץ	1093009408
 לא	327680
 פחות	131072
 משהיא	562976148619776
 בחירה	1095106560
 לדוגמה	1095106624
 במדידת	2168848448
 מכון	1093009408
 הריטג	1093009412
 אפשר	131072
 לראות	1095106624
 כי	36028797019160576
 מבין	524288
 0	475136
 המדינות	1111883780
 המובילות	6755401091121156
 בחופש	1093009472
 כלכלי	1092681728
 0	475136
 הן	562976165396480
 כלכלות	1111883776
 קטנות	1111556096
 רבות	1111556096
 מהן	115654879870976
 מצויות	1111556096
 בצילה	576460752325050432
 של	1966080
 כלכלה	1095106560
 סמוכה	2251801446973440
 גדולה	1094778880
 יותר	131072
 לדוגמה	1095106624
 הונג	9012314112
 קונג	655360
 אירלנד	655360
 או	18014398509678592
 ניו	655360
 זילנד	655360
 או	18014398509678592
 נטולות	2251801463750656
 משאבים	1109786624
 טבעיים	1109458944
 שווייץ	655360
 אסטוניה	655360
 קפריסין	655360
 בתחתית	1095106624
 הרשימה	1095106564
 אפשר	131072
 למצוא	2251851354144768
 מדינות	1111883776
 חדשות	1111556096
 רבות	1111556096
 שאין	327936
 להן	115654879870976
 ניסיון	1093009408
 דמוקרטי	1092681728
 כמו	524288
 מדינות	1111883776
 מאפריקה	655424
 מדינות	1111883776
 ברית	655360
 המועצות	1111883780
 לשעבר	131072
 או	18014398509678592
 מדינות	1111883776
 מוסלמיות	1111556096
 חשוב	2251801444876288
 לציין	11259050608885760
 כי	36028797019160576
 כאן	131072
 כמו	524288
 גם	131072
 בצורות	1111556096
 השוואה	1095106560
 אחרות	1111556096
 אין	327680
 טענה	2251808828096512
 כי	36028797019160576
 המדינות	1111883780
 בעלות	1111883776
 החופש	1093009412
 הכלכלי	1092681732
 הגדול	1092681732
 ביותר	131072
 הן	562976165396480
 בהכרח	131072
 קפיטליסטיות	1111556096
 למעשה	131072
 הדירוג	1093009412
 הוא	562976146522112
 יחסי	1092681728
 כשרוב	6443631104
 המדינות	1111883780
 אינן	1125926118817792
 קפיטליסטיות	1111556096
 בלבד	131072
 אלא	18014398509678592
 מדינות	1111883776
 של	1966080
 כלכלה	1095106560
 מעורבת	1094778880
 שבה	111256833360128
 דרים	2251801461653504
 זה	144115188497973248
 לצד	524288
 זה	144115188497973248
 אלמנטים	1109786624
 קפיטליסטיים	1109458944
 ואלמנטים	1109786626
 סוציאליסטיים	1109458944
 ההבדלים	1109786628
 בין	524288
 המדינות	1111883780
 לפיכך	18014398509678592
 הם	562976163299328
 בעיקרם	115109428068416
 הבדלים	1109786624
 של	1966080
 מינון	1093009408
 תנועה	1095106560
 דו	1376256
 כיוונית	1094778944
 זו	144115188500070400
 צמצמה	11259008082837504
 את	262144
 ההבדלים	1109786628
 בין	524288
 סוגי	2183528448
 המדינות	1111883780
 ואלו	110570731077634
 מתמצים	15762600343764992
 היום	131072
 בעיקר	131072
 בגובה	1093009472
 נטל	1093009408
 המס	1093009412
 ונתח	11259008080740354
 פעילות	1095106560
 הממשלה	1095106564
 מכלל	1729382256910925888
 הפעילות	1095106564
 הכלכלית	1094778884
 במידת	11259001775456320
 הקשיחות	1095106564
 בשוק	1093009472
 העבודה	1729382256910925828
 ובהיקף	1093009474
 ההטבות	1111883780
 הסוציאליות	1111556100
 בתחומי	2183528512
 האבטלה	1095106564
 וההשכלה	1095106566
 המשבר	1093009412
 הכלכלי	1092681732
 שתחילתו	110570733175040
 ב	524288
 0	475136
 הוביל	6755408453369856
 למעורבות	1095106624
 עמוקה	1094778880
 יותר	131072
 של	1966080
 ממשלות	6755402164863040
 רבות	1111556096
 בשווקים	1109786688
 הפיננסיים	1109458948
 במדיניות	1095106624
 המוניטרית	1094778884
 ולשחיקה	1095106626
 בשמירה	1095106624
 על	524288
 זכויות	1111883776
 הקניין	1093009412
 שרידדו	11259008101712128
 עוד	131072
 יותר	131072
 את	262144
 הפערים	1109786628
 בין	524288
 סוגי	2183528448
 המדינות	1111883780
 אחד	1093083136
 המאפיינים	1109786628
 הבולטים	1109458948
 של	1966080
 כלכלות	1111883776
 קפיטליסטיות	1111556096
 יותר	131072
 הוא	562976146522112
 צמיחה	1095106560
 בתוצר	1093009472
 המקומי	1092681732
 הגולמי	1092681732
 וב	1093009408
 רמת	2168848384
 החיים	1109786628
 כך	144115188076445696
 לדוגמה	1095106624
 נתוני	2251802535395328
 הבנק	1093009412
 העולמי	1092681732
 מגלים	1109786688
 כי	36028797019160576
 במדינות	1111883840
 בעלות	1111883776
 החופש	1093009412
 הכלכלי	1092681732
 הפחות	1109786628
 ביותר	131072
 היינו	562958719188992
 הפחות	1109786628
 קפיטליסטיות	1111556096
 לפי	524288
 המדידה	1095106564
 המקובלת	1094778884
 ישנו	673657031688192
 קיטון	1093009408
 של	1966080
 0	475136
 אחוז	1093009408
 בממוצע	131072
 בתוצר	1093009472
 לעומת	524288
 גידול	1093009408
 של	1966080
 0	475136
 אחוז	1093009408
 בממוצע	131072
 במדינות	1111883840
 בעלות	1111883776
 החופש	1093009412
 הכלכלי	1092681732
 הרב	1092681732
 יותר	131072
 ההפרש	1093009412
 בולט	1092681728
 עוד	131072
 יותר	131072
 כאשר	36028797019160576
 משווים	1109787136
 את	262144
 גובה	1093009408
 התמ	43237834752
 ג	458752
 במדינות	1111883840
 הפחות	1109786628
 קפיטליסטיות	1111556096
 0	475136
 דולר	1093009408
 בממוצע	131072
 לזו	144115188500070464
 שבמדינות	1111884096
 היותר	4503642865205248
 קפיטליסטיות	1111556096
 0	475136
 דולר	1093009408
 בממוצע	131072
 לשנה	1095106624
 מתאם	1093009408
 דומה	1092681728
 בין	524288
 רמת	2168848384
 חיים	1109786624
 ומידת	11259001775456258
 הקפיטליסטיות	1111556100
 של	1966080
 מדינה	1095106560
 ניתן	557056000
 לגלות	2251851354144768
 גם	131072
 בנתונים	1109786688
 אחרים	1109458944
 יש	1048576
 מתאם	1093009408
 מובהק	1092681728
 בין	524288
 תוחלת	1095106560
 החיים	1109786628
 ומידת	11259001775456258
 הקפיטליסטיות	1111556100
 של	1966080
 מדינה	1095106560
 0	475136
 בפחות	1083310144
 קפיטליסטיות	1111556096
 0	475136
 שנה	1095106560
 ביותר	131072
 קפיטליסטיות	1111556096
 בגובה	1093009472
 ההכנסה	1095106564
 של	1966080
 עשרת	655360
 האחוזים	1109786628
 העניים	1109786628
 ביותר	131072
 במדינה	1095106624
 ברמת	2168848448
 האלפביתיות	1095106564
 בתמותת	2168848448
 תינוקות	1111883776
 מתאם	1093009408
 הפוך	2251801444876288
 עבודת	2168848384
 ילדים	1109786624
 מתאם	1093009408
 הפוך	2251801444876288
 גישה	1095106560
 למקורות	1109786688
 מים	1109786624
 באיכות	1095106624
 סבירה	1094778880
 שחיתות	1095106560
 מתאם	1093009408
 הפוך	2251801444876288
 כלכלה	1095106560
 שחורה	1094778880
 מתאם	1093009408
 הפוך	2251801444876288
 ומדד	1093009410
 הפיתוח	1093009412
 האנושי	1092681732
 של	1966080
 האו	1095106564
 ם	458752
 מסיבות	1111883840
 שונות	1111556096
 הקשורות	1111556100
 ככל	4296147012
 הנראה	4503601258561540
 לאופיו	110570747854912
 של	1966080
 האדם	1093009412
 הענקת	2168848384
 חופש	1093009408
 זה	144115188497973248
 לבחור	2251851354144768
 עם	524288
 מי	983072
 איך	131072
 ובמה	983138
 לשתף	11259050608885760
 פעולה	1095106560
 מחוללת	11259001775456256
 תוצאת	2168848384
 לוואי	1093009408
 של	1966080
 נטייה	1095106560
 לפירוק	1093009472
 מסגרות	1111883776
 חברתיות	1111556096
 מסורתיות	1111556096
 המבוססות	1111556100
 על	524288
 חיברות	1095106560
 וכפייה	1095106562
 הקפיטליזם	1093009412
 אינו	1125926099943424
 נותן	2251801444876288
 עדיפות	1111556096
 מובנית	1094778880
 כלשהי	216172782135345152
 למסורת	2168520768
 תבונה	1095106560
 כוח	1093009408
 מעמד	1093009408
 גיל	576460752322953216
 וותק	1093009408
 או	18014398509678592
 כל	6443630592
 תכונה	1095106560
 אחרת	1094778880
 כל	6443630592
 אדם	576460752322953216
 נדרש	4503608639684608
 להשתתף	15762650236256256
 ב	524288
 משחק	1093009408
 החיים	1109786628
 בעצמו	110707077152768
 ולעמוד	2251851354144770
 מול	524288
 העולם	1093009412
 בזכות	524288
 עצמו	288341083229323264
 ויכולותיו	110570749952002
 פירוק	1093009408
 המסגרות	1111883780
 המסורתיות	1111556100
 וה	1093009408
 אטומיזציה	1095106560
 של	1966080
 החברה	1095106564
 עוררו	2362370009202688
 ביקורת	1095106560
 חריפה	1094778880
 על	524288
 הקפיטליזם	1093009412
 מצד	524288
 אנשי	2183528448
 דת	1095106560
 שטענו	2251808578535680
 כי	36028797019160576
 הבחירה	1095106564
 החופשית	1094778884
 שמציע	6755401072247040
 הקפיטליזם	1093009412
 חותרת	2251801446973440
 תחת	524288
 ערכיה	111120503668736
 המסורתיים	1109458948
 של	1966080
 החברה	1095106564
 אם	18014398509678592
 אנשים	1109786624
 יוכלו	34803548160
 לבחור	2251851354144768
 כך	144115188076445696
 הטענה	1095106564
 הם	562976163299328
 יבחרו	2251834616774656
 לעשות	2251851354144768
 את	262144
 הרע	1093009412
 בעיני	2185625664
 אלוהים	1093009408
 ומכאן	131074
 שבחירה	1095106816
 חופשית	1094778880
 תחת	524288
 הקפיטליזם	1093009412
 תוביל	6755434225270784
 בהכרח	131072
 להידרדרות	1095106624
 מוסרית	1094778880
 כדי	1083310144
 למנוע	2251851354144768
 זאת	144115188500070400
 אימצו	11259008101711872
 חלק	131072
 מאנשי	2183528512
 הדת	1095106564
 תפישה	1095106560
 המפרידה	6755401074343940
 בין	524288
 החיים	1109786628
 הכלכליים	1109458948
 ל	524288
 חיים	1109786624
 המוסריים	1109458948
 כך	144115188076445696
 שאדם	1093009664
 יוכל	34648358912
 לפעול	2251851354144768
 מרצון	1093009472
 ובאופן	1093009474
 חופשי	2183528448
 בספירה	1095106624
 הכלכלית	1094778884
 של	1966080
 חייו	110570747854848
 ועדיין	131074
 לשמר	576460752304078912
 ערכים	1109786624
 מסורתיים	1109458944
 בספירה	1095106624
 האישית	1094778884
 יש	1048576
 מתאם	1093009408
 בולט	1092681728
 בין	524288
 מידת	11259001775456256
 הקפיטליסטיות	1111556100
 של	1966080
 מדינה	1095106560
 למידת	11259001775456320
 הדמוקרטיות	1111883780
 שלה	111256834801664
 לפי	524288
 נתוני	2251802535395328
 ENG	1507328
 ENG	1507328
 ודו	1376258
 ח	458752
 חירות	1095106560
 בעולם	1093009472
 ENG	1507328
 ENG	1507328
 ENG	1507328
 ENG	1507328
 ENG	1507328
 המתפרסם	15762600326987780
 על	524288
 ידה	11259042306260992
 מידת	11259001775456256
 החירות	1095106564
 בחמישון	1093009476
 התחתון	1092681732
 מבחינת	2168848448
 חופש	1093009408
 כלכלי	1092681728
 בתחום	1093009472
 בחירות	1111883776
 חופשיות	1111556096
 והוגנות	1111556098
 חירויות	1111883776
 אזרח	1093009408
 וחופש	1093009410
 דיבור	1093009408
 היא	562976148619264
 0	475136
 לזכויות	1111883840
 פוליטיות	1111556096
 ו	196608
 0	475136
 לזכויות	1111883840
 אזרח	1093009408
 בסולם	1093009472
 של	1966080
 0	475136
 0	475136
 כש	36028797019160576
 0	475136
 הוא	562976146522112
 היעדר	4503642865205248
 מוחלט	1092681728
 של	1966080
 זכויות	1111883776
 פוליטיות	1111556096
 וזכויות	1111883778
 אזרח	1093009408
 לעומת	524288
 0	475136
 ו	196608
 0	475136
 בהתאמה	131072
 לחמישון	1093009476
 העליון	1092681732
 מבחינת	2168848448
 חופש	1093009408
 כלכלי	1092681728
 יש	1048576
 הסבורים	1109458948
 כי	36028797019160576
 בחינה	1095106560
 כזו	144115188500070464
 יש	1048576
 בה	111256833359872
 משום	6452019264
 הטעייה	1095106560
 שכן	131328
 רוב	6443630592
 המדינות	1111883780
 הקפיטליסטיות	1111556100
 יותר	131072
 הן	562976165396480
 דמוקרטיות	1111556096
 מערביות	1111556096
 וותיקות	1111556096
 הקפיטליזם	1093009412
 נולד	4503608639684608
 וצמח	1093009410
 במערב	1093009472
 יד	1095106560
 ביד	524288
 עם	524288
 הדמוקרטיזציה	1095106564
 ולכן	18014398509678594
 מתאם	1093009408
 כזה	144115188497973312
 יתקיים	15762633477914624
 שם	131072
 עם	524288
 זאת	144115188500070400
 אין	327680
 הכרח	6755442678890496
 כי	36028797019160576
 מתאם	1093009408
 כזה	144115188497973312
 יימצא	4503634409488384
 גם	131072
 בהשוואה	1095106624
 של	1966080
 מדינות	1111883776
 צעירות	1111556096
 יותר	131072
 ובעלות	1111883778
 מסורת	1095106560
 דמוקרטית	1094778880
 קצרת	2168520704
 ימים	1109786624
 יותר	131072
 טיעון	1093009408
 זה	144115188497973248
 נדחה	4503608639684608
 על	524288
 ידי	2185625600
 כלכלנים	1109786624
 בולטים	1109458944
 המצביעים	1109786628
 על	524288
 כך	144115188076445696
 שכשליש	1093087552
 משלושים	1114054720
 המדינות	1111883780
 הקפיטליסטיות	1111556100
 ביותר	131072
 ומחצית	1095106562
 מ	524288
 0	475136
 המובילות	6755401091121156
 הן	562976165396480
 דמוקרטיות	1111556096
 צעירות	1111556096
 או	18014398509678592
 מדינות	1111883776
 צעירות	1111556096
 שנוסדו	4503608660656384
 לפני	524288
 שנים	1111883776
 לא	327680
 רבות	1111556096
 קפסטיין	655360
 וקונברס	655360
 חקרו	2251808846970880
 יותר	131072
 ממאה	1111957568
 דמוקרטיות	1111556096
 צעירות	1111556096
 מאז	131072
 0	475136
 ואת	262146
 השוני	1093009412
 בדפוסים	1109786688
 הכלכליים	1109458948
 בין	524288
 דמוקרטיות	1111556096
 צעירות	1111556096
 שנותרו	4503608660656384
 דמוקרטיות	1111556096
 ואחרות	1111556098
 שהפכו	2251808846971136
 אוטוקרטיות	1111883776
 או	18014398509678592
 דיקטטורות	1111883776
 ממצאיהם	114968794365952
 מורים	1109786624
 כי	36028797019160576
 בין	524288
 המדינות	1111883780
 שנותרו	4503608660656384
 דמוקרטיות	1111556096
 ובין	524290
 המדינות	1111883780
 שחל	655360
 במשטרן	115518533402688
 היפוך	1093009408
 יש	1048576
 פער	1093009408
 ניכר	1093009408
 בתחומי	2183528512
 מדיניות	1095106560
 כלכלית	131072
 כמו	524288
 ריסון	1093009408
 תקציבי	2183528448
 פתיחות	1111883776
 כלכלית	131072
 והשקעות	1111883778
 הון	1093009408
 הגנה	1095106560
 משפטית	1094778880
 חזקה	1094778880
 על	524288
 הבעלות	1095106564
 הפרטית	1094778884
 על	524288
 הקניין	1093009412
 היא	562976148619264
 אחד	1093083136
 מעקרונות	1109786688
 היסוד	1093009412
 של	1966080
 הקפיטליזם	1093009412
 ומהווה	11259000699617282
 חלק	131072
 חשוב	2251801444876288
 בכל	4296147012
 כלכלה	1095106560
 וחברה	1095106562
